meanfreq,sd,median,Q25,Q75,IQR,label
0.125087547,0.080116695,0.114191121,0.057306245,0.201414597,0.144108352,male
0.143486162,0.070275487,0.123868797,0.101732548,0.211236333,0.109503785,male
0.14319683,0.085447388,0.125352798,0.09622871,0.232652068,0.136423358,male
0.145532381,0.087864043,0.129720598,0.088966862,0.233788174,0.144821313,male
0.162065429,0.084432291,0.143149016,0.112314902,0.249428304,0.137113402,male
0.142961233,0.083106899,0.129292352,0.09807005,0.228162974,0.130092924,male
0.141153447,0.080922189,0.124304933,0.097152466,0.222242152,0.125089686,male
0.167334035,0.047177727,0.161802155,0.135475024,0.18072478,0.045249755,male
0.167850312,0.052593589,0.163262195,0.12847561,0.190365854,0.061890244,male
0.185098439,0.054289442,0.176771888,0.146420488,0.216628946,0.070208457,male
0.167761538,0.05888337,0.15993403,0.125607477,0.200879604,0.075272128,male
0.171093502,0.061286735,0.14869138,0.125556052,0.233479232,0.10792318,male
0.167083054,0.064425673,0.181705115,0.107562688,0.220742227,0.113179539,male
0.200830145,0.053066217,0.210058873,0.185332212,0.236198486,0.050866274,male
0.137095643,0.066633153,0.102873481,0.085060758,0.197140815,0.112080057,male
0.190324563,0.051695724,0.191410419,0.156899619,0.220584498,0.063684879,male
0.187139453,0.056499407,0.176109385,0.14304537,0.24763207,0.1045867,male
0.184354869,0.055493941,0.183430657,0.150900243,0.226350365,0.075450122,male
0.200041812,0.055815131,0.210792138,0.166599166,0.243478261,0.076879095,male
0.175681868,0.055524094,0.173151025,0.148266004,0.215090118,0.066824114,male
0.184850897,0.062446727,0.189809403,0.133773825,0.238551461,0.104777637,male
0.182630135,0.048974549,0.176618005,0.152603406,0.209489051,0.056885645,male
0.196463262,0.057606383,0.204407065,0.156131203,0.248444071,0.092312868,male
0.191310915,0.057122814,0.208774796,0.139673279,0.235239207,0.095565928,male
0.19600602,0.053930062,0.203383897,0.154049008,0.239323221,0.085274212,male
0.191461682,0.05186218,0.202495127,0.153190383,0.228693957,0.075503574,male
0.193769347,0.058334877,0.206197827,0.149365352,0.242858776,0.093493425,male
0.194920925,0.056284804,0.208430493,0.148161435,0.242331839,0.094170404,male
0.193808189,0.054969105,0.202232811,0.152484683,0.241116406,0.088631722,male
0.193588997,0.052350651,0.201535948,0.16379085,0.235620915,0.071830065,male
0.198295356,0.054554303,0.214516129,0.155806452,0.236891496,0.081085044,male
0.198778046,0.05675451,0.210615836,0.159706745,0.241612903,0.081906158,male
0.206312235,0.054641792,0.218515815,0.162992701,0.257518248,0.094525547,male
0.117777703,0.079527567,0.111176471,0.046735294,0.196823529,0.150088235,male
0.105782027,0.081246862,0.102789243,0.022764228,0.188242652,0.165478424,male
0.107009364,0.081312548,0.10278751,0.025163747,0.188941356,0.163777609,male
0.119006303,0.083082514,0.106213873,0.045520231,0.200086705,0.154566474,male
0.082525588,0.080917867,0.06124491,0.008307155,0.129656777,0.121349622,male
0.130673638,0.082881544,0.116964177,0.082282939,0.204857316,0.122574378,male
0.096725277,0.083799544,0.086858639,0.017591623,0.173167539,0.155575916,male
0.119976656,0.081470648,0.109892473,0.060215054,0.192688172,0.132473118,male
0.106860842,0.086955451,0.10067086,0.01408805,0.191949686,0.177861635,male
0.100905502,0.080507739,0.098245614,0.02920078,0.176842105,0.147641326,male
0.169505759,0.066930404,0.140970537,0.124471404,0.242634315,0.118162912,male
0.163313106,0.064859684,0.149953632,0.111653787,0.22698609,0.115332303,male
0.160925335,0.068626553,0.173488915,0.098833139,0.211225204,0.112392065,male
0.164859947,0.067179041,0.148100749,0.118938053,0.229108237,0.110170184,male
0.177427698,0.067854979,0.163195266,0.12122288,0.246311637,0.125088757,male
0.176685284,0.058485963,0.161784897,0.125583524,0.230022883,0.104439359,male
0.179028926,0.065368498,0.164453524,0.126414709,0.247681307,0.121266599,male
0.166353449,0.062439847,0.149581205,0.120122574,0.229090909,0.108968335,male
0.173756783,0.065038729,0.166648794,0.117104558,0.241215371,0.124110813,male
0.168023268,0.063307437,0.145769554,0.116568545,0.23078217,0.114213625,male
0.169352533,0.068167747,0.14283671,0.115804529,0.239284863,0.123480334,male
0.130410979,0.093199206,0.135239567,0.025100464,0.217032457,0.191931994,male
0.116779075,0.085695072,0.131991525,0.025805085,0.166101695,0.14029661,male
0.10716189,0.08495081,0.114280763,0.024020797,0.159410745,0.135389948,male
0.131099727,0.078964943,0.149948007,0.09729636,0.176880416,0.079584055,male
0.126194803,0.084571297,0.140900643,0.043431022,0.17652609,0.133095068,male
0.107129883,0.084279163,0.095355286,0.028873484,0.172512998,0.143639515,male
0.164801332,0.070558618,0.175711061,0.095440181,0.226907449,0.131467269,male
0.174842857,0.066636271,0.191033138,0.107888239,0.226692658,0.118804418,male
0.164958845,0.073334801,0.173655049,0.095335121,0.235960679,0.140625559,male
0.162515085,0.076269221,0.172964728,0.089418494,0.239428027,0.150009533,male
0.1723464,0.072829239,0.184861228,0.097022708,0.240908326,0.143885618,male
0.167705128,0.070774462,0.17944212,0.09762901,0.231771269,0.134142259,male
0.16862254,0.069783277,0.182238443,0.097420925,0.22703163,0.129610706,male
0.166402126,0.076585194,0.172627119,0.0875,0.240847458,0.153347458,male
0.169081838,0.070911707,0.178467824,0.101818182,0.225658836,0.123840654,male
0.160199487,0.070317494,0.165680473,0.093609467,0.227534517,0.133925049,male
0.200814728,0.053800182,0.220239362,0.155452128,0.242579787,0.08712766,male
0.208676975,0.05269832,0.226468136,0.175270995,0.249815366,0.074544372,male
0.214956445,0.053447128,0.236923077,0.175014712,0.254577554,0.079562842,male
0.211484996,0.053870578,0.232935154,0.160665529,0.25383959,0.093174061,male
0.20692432,0.053096175,0.22656183,0.164117227,0.244374553,0.080257327,male
0.107825211,0.080407475,0.10079058,0.030849453,0.181093356,0.150243902,male
0.115866233,0.081730356,0.099496256,0.040789653,0.187556161,0.146766508,male
0.113203353,0.077958396,0.102393617,0.043191489,0.187287234,0.144095745,male
0.085150614,0.079647772,0.06962766,0.014148936,0.130319149,0.116170213,male
0.115618688,0.077059979,0.102809266,0.050231641,0.188920651,0.138689009,male
0.113315913,0.077888214,0.104962244,0.043193096,0.181531823,0.138338727,male
0.119213317,0.078285722,0.103415409,0.053820492,0.189483717,0.135663225,male
0.105493079,0.082376205,0.091791614,0.028640407,0.179847522,0.151207116,male
0.108456021,0.079489194,0.10058651,0.035102639,0.180234604,0.145131965,male
0.099853981,0.080102053,0.087670851,0.026945607,0.167726639,0.140781032,male
0.145026456,0.084038387,0.144606181,0.095752742,0.220538385,0.124785643,male
0.138468277,0.08584757,0.134288864,0.068224917,0.222116869,0.153891951,male
0.09791506,0.085508254,0.078153409,0.017897727,0.190511364,0.172613636,male
0.136481726,0.079757207,0.133596674,0.07043659,0.202286902,0.131850312,male
0.135724315,0.091042903,0.128635147,0.046458519,0.224049955,0.177591436,male
0.105873231,0.08975538,0.097245509,0.015808383,0.189700599,0.173892216,male
0.112636549,0.085917277,0.103882979,0.024388298,0.196595745,0.172207447,male
0.116288598,0.089218425,0.106108007,0.023463687,0.205176909,0.181713222,male
0.11328765,0.084485439,0.104602273,0.023863636,0.196079545,0.172215909,male
0.122448465,0.086267943,0.111621622,0.038216216,0.204513514,0.166297297,male
0.174297912,0.072622833,0.178299845,0.103647604,0.246027821,0.142380216,male
0.164973473,0.072853663,0.177029388,0.09274027,0.233963463,0.141223193,male
0.165807663,0.06985103,0.176139793,0.097410643,0.221509134,0.124098491,male
0.155057253,0.072210044,0.160893655,0.085326184,0.218945487,0.133619303,male
0.170310011,0.073088435,0.176289708,0.092147395,0.239618806,0.14747141,male
0.163180094,0.068044544,0.177170543,0.09998062,0.217189922,0.117209302,male
0.161740724,0.071970795,0.166712244,0.091187073,0.229533872,0.138346799,male
0.160984675,0.071163182,0.172530414,0.094695864,0.220389294,0.125693431,male
0.169875811,0.073346074,0.180587768,0.093629865,0.23796664,0.144336775,male
0.171829295,0.071932805,0.180107207,0.099058964,0.239642644,0.140583681,male
0.168957754,0.072075464,0.196720686,0.110772164,0.225014299,0.114242135,male
0.166469398,0.077571464,0.179002933,0.108387097,0.230117302,0.121730205,male
0.147872771,0.087380251,0.17518617,0.064973404,0.221728723,0.156755319,male
0.148742418,0.086259927,0.173049853,0.070615836,0.219853372,0.149237537,male
0.138676549,0.088189211,0.156627566,0.050293255,0.213079179,0.162785924,male
0.150704949,0.087127145,0.174299333,0.069666349,0.226081983,0.156415634,male
0.154305636,0.084789505,0.175558511,0.086382979,0.223590426,0.137207447,male
0.154811854,0.083201832,0.175923754,0.089090909,0.218211144,0.129120235,male
0.16710528,0.074807149,0.190605854,0.107311096,0.222246426,0.11493533,male
0.18881488,0.070484528,0.163710895,0.134110032,0.257648328,0.123538296,male
0.134961588,0.062047084,0.111387721,0.088780488,0.189571068,0.10079058,male
0.142010214,0.067119378,0.116300448,0.087421525,0.193991031,0.106569507,male
0.141046606,0.065363307,0.109745763,0.091652542,0.201398305,0.109745763,male
0.146683933,0.066241093,0.120098039,0.096993464,0.216405229,0.119411765,male
0.134105721,0.064398543,0.109854015,0.086180049,0.181727494,0.095547445,male
0.137295009,0.065283349,0.112982456,0.086419753,0.190669266,0.104249513,male
0.141913032,0.064111088,0.117290242,0.090490988,0.204996892,0.114505904,male
0.139332701,0.063610933,0.114607843,0.090816993,0.19879085,0.107973856,male
0.134991571,0.063945217,0.107268107,0.087166455,0.188208386,0.101041931,male
0.145020841,0.067298316,0.114684609,0.08901598,0.214062237,0.125046257,male
0.111692076,0.079744523,0.104220183,0.039266055,0.154862385,0.11559633,male
0.13343119,0.075590049,0.13158042,0.070097902,0.19227972,0.122181818,male
0.110682668,0.077645524,0.103733333,0.039466667,0.166933333,0.127466667,male
0.12833735,0.083162523,0.122666667,0.053866667,0.202933333,0.149066667,male
0.133594832,0.077515036,0.126,0.078580645,0.208193548,0.129612903,male
0.128461597,0.077023594,0.12747784,0.062272361,0.178468977,0.116196616,male
0.118850224,0.077088647,0.118975553,0.047916182,0.170477299,0.122561118,male
0.141909368,0.076153546,0.132439479,0.099329609,0.20726257,0.107932961,male
0.113763716,0.076831871,0.109908925,0.036976321,0.179016393,0.142040073,male
0.150862475,0.074831191,0.139380531,0.115840708,0.219911504,0.104070796,male
0.137313249,0.077583497,0.152925878,0.079739922,0.200624187,0.120884265,male
0.14452357,0.076059305,0.162253995,0.085248108,0.191690496,0.106442389,male
0.14553057,0.078547345,0.160583431,0.083313886,0.205180863,0.121866978,male
0.138794665,0.074472801,0.152363451,0.081327208,0.19324145,0.111914242,male
0.149095716,0.073902942,0.163917084,0.08726233,0.200943531,0.113681201,male
0.145027257,0.080244027,0.158185208,0.080397763,0.209695463,0.1292977,male
0.149560766,0.076884563,0.173370217,0.090235131,0.196219456,0.105984325,male
0.148974343,0.077394775,0.168856383,0.091595745,0.203297872,0.111702128,male
0.159905387,0.077485227,0.168106734,0.098551461,0.223964422,0.125412961,male
0.146143734,0.07324903,0.162976836,0.088457368,0.195268605,0.106811237,male
0.171766033,0.064629033,0.189385113,0.121877023,0.222459547,0.100582524,male
0.15350374,0.074293323,0.172014995,0.099194002,0.215707591,0.11651359,male
0.168304611,0.073633876,0.191779517,0.119088125,0.220455937,0.101367812,male
0.149826808,0.079581022,0.153316905,0.091079349,0.220798423,0.129719073,male
0.183792891,0.061166924,0.205020921,0.136290098,0.229037657,0.092747559,male
0.149192173,0.083124851,0.153562732,0.083155109,0.21596612,0.132811011,male
0.155399607,0.082614964,0.180441324,0.10110331,0.228044132,0.126940822,male
0.167347485,0.071740285,0.191215075,0.118076673,0.217413905,0.099337232,male
0.166612681,0.0681551,0.187496823,0.117407878,0.213290978,0.0958831,male
0.149992574,0.077528741,0.146638773,0.107196653,0.212245467,0.105048815,male
0.173168212,0.068850495,0.1928,0.119733333,0.230133333,0.1104,male
0.177641969,0.059645697,0.174658869,0.124990253,0.228148148,0.103157895,male
0.173184406,0.063167166,0.199938176,0.117712519,0.223956723,0.106244204,male
0.163668455,0.065648322,0.157308663,0.111623213,0.220891505,0.109268293,male
0.185592179,0.061366361,0.205242718,0.128673139,0.237864078,0.109190939,male
0.163194494,0.067450939,0.188192033,0.102962206,0.212502554,0.109540347,male
0.174940014,0.061581331,0.197176196,0.115495916,0.221190198,0.105694282,male
0.177702059,0.061281506,0.205483871,0.120498534,0.221495601,0.100997067,male
0.18863689,0.064048348,0.21029106,0.125738046,0.23997921,0.114241164,male
0.178219896,0.064001821,0.19995028,0.12007458,0.227097576,0.107022996,male
0.174805537,0.061148638,0.19820711,0.117063369,0.223307573,0.106244204,male
0.09942441,0.071471619,0.084162896,0.042171946,0.135022624,0.092850679,male
0.124061766,0.080143375,0.114922118,0.05364486,0.208255452,0.154610592,male
0.116339979,0.077253787,0.107735471,0.045731463,0.195270541,0.149539078,male
0.128032883,0.074462163,0.112872444,0.084790652,0.203661149,0.118870497,male
0.124882635,0.077807833,0.11388764,0.068898876,0.201033708,0.132134831,male
0.136521092,0.078629766,0.119756469,0.101217656,0.220334855,0.119117199,male
0.213732372,0.057704739,0.242573267,0.141701215,0.257984274,0.116283059,male
0.120882625,0.081620123,0.115071225,0.044273504,0.205612536,0.161339031,male
0.130656208,0.079523002,0.117447884,0.070574858,0.213493367,0.142918509,male
0.141769238,0.076514177,0.119600333,0.101415487,0.220316403,0.118900916,male
0.110820255,0.07953962,0.106411483,0.038086124,0.174354067,0.136267943,male
0.11342045,0.080005534,0.107823729,0.040433898,0.1904,0.149966102,male
0.117323088,0.07819531,0.108296593,0.047134269,0.19246493,0.145330661,male
0.122911112,0.07486789,0.111445967,0.067762557,0.201156773,0.133394216,male
0.122217801,0.079697128,0.110030321,0.05637356,0.205967253,0.149593693,male
0.120109581,0.084088004,0.109829457,0.039286822,0.203379845,0.164093023,male
0.130000829,0.079187198,0.114992026,0.071897927,0.212121212,0.140223285,male
0.122232696,0.07466914,0.114742857,0.064685714,0.180571429,0.115885714,male
0.110310689,0.077134252,0.103959218,0.041869159,0.167952421,0.126083263,male
0.108406689,0.069611044,0.107802875,0.047720739,0.147474333,0.099753593,male
0.125249217,0.092349531,0.127600897,0.019147982,0.203878924,0.184730942,male
0.118448743,0.08571264,0.107587169,0.028117155,0.195648536,0.167531381,male
0.13752338,0.088724769,0.137785888,0.086861314,0.216982968,0.130121655,male
0.12000782,0.086558579,0.12375817,0.011895425,0.195130719,0.183235294,male
0.124189517,0.088595688,0.124303988,0.030970655,0.200571859,0.169601204,male
0.134334619,0.088072012,0.142258065,0.05973607,0.203225806,0.143489736,male
0.12662555,0.08827796,0.128531685,0.049551777,0.204482226,0.154930448,male
0.130311596,0.084917584,0.128418491,0.079537713,0.205060827,0.125523114,male
0.131091216,0.087340508,0.130686071,0.065051975,0.209126819,0.144074844,male
0.11251649,0.089503769,0.109826353,0.000286006,0.186475996,0.18618999,male
0.22438235,0.048546691,0.24061706,0.220671506,0.255480944,0.034809437,male
0.221101809,0.047604076,0.239374326,0.216720604,0.250550162,0.033829558,male
0.219193733,0.046844572,0.235480125,0.211719518,0.248485931,0.036766414,male
0.22018978,0.049785082,0.235845641,0.205164364,0.253987613,0.048823249,male
0.225582198,0.046058641,0.241209456,0.226739967,0.25059923,0.023859263,male
0.223091747,0.044697106,0.236453488,0.226550388,0.248391473,0.021841085,male
0.222858593,0.047352769,0.237046212,0.219171034,0.250919485,0.031748452,male
0.225012418,0.048523981,0.238648766,0.222156778,0.257202252,0.035045474,male
0.220832089,0.044108538,0.235691879,0.219979087,0.247500871,0.027521785,male
0.221884893,0.047789168,0.239975669,0.214257908,0.250875912,0.036618005,male
0.146479688,0.071869843,0.166353614,0.092609228,0.196651695,0.104042466,male
0.15039608,0.074238771,0.130550964,0.105,0.21915978,0.11415978,male
0.140897429,0.073719202,0.129846583,0.089818689,0.19818689,0.108368201,male
0.143251918,0.070689001,0.152661123,0.092848233,0.20024948,0.107401247,male
0.142018091,0.071382893,0.139774557,0.094235105,0.202898551,0.108663446,male
0.145987971,0.073631192,0.145920191,0.093555688,0.210125074,0.116569387,male
0.14000801,0.072243679,0.128728121,0.089848308,0.200770128,0.11092182,male
0.138607883,0.071198956,0.128557392,0.09204109,0.196462707,0.104421617,male
0.143060223,0.071636636,0.164344926,0.092177227,0.195292997,0.103115769,male
0.151400509,0.075804943,0.1540069,0.096461311,0.215830458,0.119369147,male
0.166702184,0.072070276,0.186952527,0.110342011,0.230832057,0.120490046,male
0.163451395,0.074010288,0.195102356,0.105337968,0.222464272,0.117126304,male
0.159683888,0.072785194,0.177932655,0.101409554,0.216742365,0.115332811,male
0.16678335,0.071761883,0.186666667,0.102691293,0.221266491,0.118575198,male
0.165367602,0.07497721,0.190579268,0.105960366,0.226432927,0.120472561,male
0.167167998,0.071987313,0.18870252,0.106461076,0.218819105,0.112358029,male
0.165822739,0.076977674,0.18206278,0.107825112,0.230403587,0.122578475,male
0.169675292,0.073016831,0.194775785,0.114103139,0.233071749,0.11896861,male
0.165044969,0.076172911,0.1816081,0.106229899,0.225634306,0.119404407,male
0.167060104,0.073204401,0.191198347,0.107603306,0.223980716,0.11637741,male
0.169344454,0.068844085,0.151482318,0.118404816,0.232806622,0.114401806,male
0.161393393,0.066491136,0.165620915,0.118496732,0.213202614,0.094705882,male
0.176991992,0.058681185,0.165128205,0.134201183,0.234990138,0.100788955,male
0.171409391,0.062124503,0.151873767,0.12122288,0.229191321,0.107968442,male
0.075700986,0.089598687,0.029361296,0.002402288,0.139065777,0.136663489,male
0.048254075,0.070167421,0.01579031,0.008228753,0.058268467,0.050039714,male
0.059645487,0.072836543,0.026994681,0.00837766,0.075957447,0.067579787,male
0.0974639,0.093730583,0.060057197,0.008808389,0.159351764,0.150543375,male
0.062182312,0.087889404,0.010974576,0.001779661,0.117457627,0.115677966,male
0.080571283,0.091954283,0.029364407,0.005338983,0.148305085,0.142966102,male
0.079368866,0.088650147,0.04097561,0.002119428,0.143650126,0.141530698,male
0.084806545,0.090035605,0.059667897,0.003357934,0.148523985,0.145166052,male
0.213732372,0.057704739,0.242573267,0.141701215,0.257984274,0.116283059,male
0.199320526,0.052499212,0.184210526,0.152323049,0.25814882,0.105825771,male
0.198693672,0.04665576,0.199560278,0.162828875,0.243165995,0.08033712,male
0.201900172,0.048560886,0.193804558,0.156925454,0.251232136,0.094306682,male
0.203616686,0.053489372,0.191433927,0.156401125,0.258350515,0.101949391,male
0.20963196,0.049309683,0.215836112,0.168213435,0.255855169,0.087641734,male
0.208580698,0.041746994,0.213346476,0.183952686,0.232114342,0.048161656,male
0.195322903,0.057680292,0.19885626,0.157527048,0.242565688,0.08503864,male
0.19320469,0.056826911,0.196949153,0.145932203,0.237288136,0.091355932,male
0.199662153,0.061042119,0.202367021,0.140744681,0.260079787,0.119335106,male
0.196417513,0.057497522,0.196041056,0.142463343,0.252492669,0.110029326,male
0.20639286,0.05319705,0.205051628,0.188149325,0.250420969,0.062271644,male
0.197425728,0.054829339,0.196186845,0.156415634,0.241830315,0.085414681,male
0.205080371,0.056944091,0.205653595,0.159444444,0.259411765,0.09996732,male
0.16138577,0.062619751,0.167879656,0.107507163,0.214212034,0.106704871,male
0.154383414,0.061259933,0.162139037,0.100534759,0.202780749,0.102245989,male
0.152650891,0.061781123,0.155018755,0.099144786,0.202490623,0.103345836,male
0.15660551,0.060294839,0.166609775,0.102094647,0.206361521,0.104266874,male
0.157601085,0.061523284,0.155398994,0.103867721,0.206930266,0.103062545,male
0.15701328,0.061556024,0.155118343,0.103343195,0.20647929,0.103136095,male
0.155076464,0.060755109,0.146196549,0.103555889,0.204381095,0.100825206,male
0.154977717,0.061426166,0.145941921,0.103827252,0.206612063,0.10278481,male
0.15321848,0.060856473,0.163137852,0.098948972,0.200456969,0.101507997,male
0.152132514,0.061716322,0.155669349,0.098931968,0.201141185,0.102209217,male
0.154433826,0.061416473,0.166398764,0.098670788,0.202102009,0.103431221,male
0.156930643,0.060937993,0.177814871,0.100273141,0.206069803,0.105796662,male
0.158180584,0.061390998,0.1632287,0.104424514,0.208011958,0.103587444,male
0.153900317,0.063619229,0.151245394,0.098629329,0.203655122,0.105025792,male
0.153904875,0.061881884,0.15780655,0.100441736,0.203229246,0.10278751,male
0.154345078,0.06185847,0.15824274,0.100908414,0.205361132,0.104452718,male
0.160862182,0.060496388,0.179160839,0.105538462,0.209706294,0.104167832,male
0.158373857,0.061827119,0.177914479,0.102295574,0.206901725,0.104606152,male
0.154637161,0.060653573,0.164263804,0.100705521,0.202484663,0.101779141,male
0.158008678,0.061590839,0.177003922,0.101898039,0.208847059,0.10694902,male
0.158993749,0.061618987,0.17784375,0.10390625,0.20846875,0.1045625,male
0.166103114,0.063618611,0.187313318,0.103679754,0.210377213,0.10669746,male
0.162390897,0.061696543,0.184511162,0.103679754,0.210808314,0.10712856,male
0.164086018,0.061908925,0.187246377,0.10647343,0.21352657,0.10705314,male
0.158466257,0.062491425,0.172224788,0.101308699,0.206497306,0.105188607,male
0.161176008,0.060802897,0.183592157,0.102776471,0.207529412,0.104752941,male
0.158300109,0.062437372,0.175270479,0.101267388,0.206646059,0.105378671,male
0.152752795,0.062387102,0.142040816,0.104081633,0.207755102,0.103673469,male
0.147733874,0.065073233,0.128972243,0.096414104,0.19891973,0.102505626,male
0.145859237,0.066708023,0.12540135,0.094103526,0.196819205,0.102715679,male
0.149611775,0.06178146,0.134631902,0.100276074,0.203558282,0.103282209,male
0.1554347,0.061933541,0.148014134,0.104282686,0.208169611,0.103886926,male
0.159621374,0.062986188,0.167067343,0.100970311,0.207617668,0.106647357,male
0.158040154,0.060639677,0.163174603,0.103703704,0.206772487,0.103068783,male
0.16050064,0.061583008,0.16834891,0.103146417,0.20847352,0.105327103,male
0.158272151,0.060817954,0.147618375,0.107844523,0.212522968,0.104678445,male
0.155595181,0.060241076,0.163171671,0.102602002,0.204126251,0.101524249,male
0.150899012,0.06238292,0.129451353,0.09975128,0.203394294,0.103643014,male
0.151836487,0.061670703,0.13715625,0.1015,0.2034375,0.1019375,male
0.155364484,0.061981498,0.170960536,0.100491437,0.203693224,0.103201787,male
0.159510792,0.061074041,0.165749614,0.104080371,0.208809892,0.104729521,male
0.154189575,0.063480076,0.151512482,0.098472834,0.20681351,0.108340675,male
0.156321176,0.062362243,0.170212143,0.099956108,0.206261887,0.106305779,male
0.153381753,0.070907626,0.155608919,0.098136078,0.211640938,0.11350486,male
0.146756905,0.073094928,0.146143617,0.095132979,0.208510638,0.11337766,male
0.162613804,0.074552282,0.174403518,0.108213304,0.224892798,0.116679494,male
0.152234573,0.074535626,0.145961071,0.1013382,0.21783455,0.11649635,male
0.165155638,0.071652835,0.157820928,0.116289105,0.231370011,0.115080906,male
0.167755663,0.070338192,0.175250199,0.114535346,0.22929309,0.114757744,male
0.155535432,0.073815219,0.156010638,0.101462766,0.214654255,0.113191489,male
0.145720764,0.09602993,0.144108352,0.06868322,0.234913469,0.166230248,male
0.139583068,0.078499557,0.127212073,0.092295473,0.212835584,0.120540111,male
0.14513266,0.08151878,0.138612805,0.090914634,0.222591463,0.131676829,male
0.119621592,0.082923999,0.108351064,0.037606383,0.198271277,0.160664894,male
0.133157631,0.077597326,0.112568004,0.081198709,0.208999539,0.12780083,male
